date	ouv	haut	bas	clot	vol	devise	
23/08/2001 00:00	4.995	4.995	4.995	4.995	0		
24/08/2001 00:00	4.989	4.989	4.989	4.989	0		
28/08/2001 00:00	5.026	5.026	5.026	5.026	0		
29/08/2001 00:00	4.975	4.975	4.975	4.975	0		
30/08/2001 00:00	4.963	4.963	4.963	4.963	0		
31/08/2001 00:00	4.925	4.925	4.925	4.925	0		
04/09/2001 00:00	4.9	4.9	4.9	4.9	0		
05/09/2001 00:00	5.082	5.082	5.082	5.082	0		
07/09/2001 00:00	4.952	4.952	4.952	4.952	0		
10/09/2001 00:00	4.898	4.898	4.898	4.898	0		
11/09/2001 00:00	4.972	4.972	4.972	4.972	0		
12/09/2001 00:00	4.848	4.848	4.848	4.848	0		
13/09/2001 00:00	4.983	4.983	4.983	4.983	0		
14/09/2001 00:00	4.871	4.871	4.871	4.871	0		
17/09/2001 00:00	4.9	4.9	4.9	4.9	0		
18/09/2001 00:00	4.899	4.899	4.899	4.899	0		
19/09/2001 00:00	4.957	4.957	4.957	4.957	0		
20/09/2001 00:00	4.969	4.969	4.969	4.969	0		
24/09/2001 00:00	4.993	4.993	4.993	4.993	0		
25/09/2001 00:00	5.014	5.014	5.014	5.014	0		
26/09/2001 00:00	4.991	4.991	4.991	4.991	0		
27/09/2001 00:00	4.947	4.947	4.947	4.947	0		
28/09/2001 00:00	4.86	4.86	4.86	4.86	0		
01/10/2001 00:00	4.935	4.935	4.935	4.935	0		
02/10/2001 00:00	4.915	4.915	4.915	4.915	0		
05/10/2001 00:00	4.767	4.767	4.767	4.767	0		
08/10/2001 00:00	4.742	4.742	4.742	4.742	0		
10/10/2001 00:00	4.847	4.847	4.847	4.847	0		
11/10/2001 00:00	4.819	4.819	4.819	4.819	0		
12/10/2001 00:00	4.819	4.819	4.819	4.819	0		
15/10/2001 00:00	4.794	4.794	4.794	4.794	0		
17/10/2001 00:00	4.78	4.78	4.78	4.78	0		
18/10/2001 00:00	4.774	4.774	4.774	4.774	0		
19/10/2001 00:00	4.71	4.71	4.71	4.71	0		
23/10/2001 00:00	4.716	4.716	4.716	4.716	0		
24/10/2001 00:00	4.68	4.68	4.68	4.68	0		
25/10/2001 00:00	4.678	4.678	4.678	4.678	0		
26/10/2001 00:00	4.61	4.61	4.61	4.61	0		
29/10/2001 00:00	4.561	4.561	4.561	4.561	0		
30/10/2001 00:00	4.543	4.543	4.543	4.543	0		
31/10/2001 00:00	4.511	4.511	4.511	4.511	0		
02/11/2001 00:00	4.443	4.443	4.443	4.443	0		
05/11/2001 00:00	4.414	4.414	4.414	4.414	0		
06/11/2001 00:00	4.44	4.44	4.44	4.44	0		
07/11/2001 00:00	4.376	4.376	4.376	4.376	0		
08/11/2001 00:00	4.35	4.35	4.35	4.35	0		
09/11/2001 00:00	4.385	4.385	4.385	4.385	0		
12/11/2001 00:00	4.482	4.482	4.482	4.482	0		
13/11/2001 00:00	4.503	4.503	4.503	4.503	0		
14/11/2001 00:00	4.595	4.595	4.595	4.595	0		
15/11/2001 00:00	4.587	4.587	4.587	4.587	0		
16/11/2001 00:00	4.69	4.69	4.69	4.69	0		
19/11/2001 00:00	4.771	4.771	4.771	4.771	0		
20/11/2001 00:00	4.685	4.685	4.685	4.685	0		
21/11/2001 00:00	4.74	4.74	4.74	4.74	0		
22/11/2001 00:00	4.817	4.817	4.817	4.817	0		
23/11/2001 00:00	4.683	4.683	4.683	4.683	0		
26/11/2001 00:00	4.721	4.721	4.721	4.721	0		
27/11/2001 00:00	4.766	4.766	4.766	4.766	0		
28/11/2001 00:00	4.783	4.783	4.783	4.783	0		
29/11/2001 00:00	4.777	4.777	4.777	4.777	0		
30/11/2001 00:00	4.713	4.713	4.713	4.713	0		
03/12/2001 00:00	4.645	4.645	4.645	4.645	0		
04/12/2001 00:00	4.657	4.657	4.657	4.657	0		
05/12/2001 00:00	4.739	4.739	4.739	4.739	0		
06/12/2001 00:00	4.874	4.874	4.874	4.874	0		
07/12/2001 00:00	4.917	4.917	4.917	4.917	0		
10/12/2001 00:00	4.891	4.891	4.891	4.891	0		
11/12/2001 00:00	4.938	4.938	4.938	4.938	0		
12/12/2001 00:00	4.848	4.848	4.848	4.848	0		
13/12/2001 00:00	4.829	4.829	4.829	4.829	0		
14/12/2001 00:00	4.91	4.91	4.91	4.91	0		
17/12/2001 00:00	4.88	4.88	4.88	4.88	0		
18/12/2001 00:00	4.956	4.956	4.956	4.956	0		
19/12/2001 00:00	4.854	4.854	4.854	4.854	0		
20/12/2001 00:00	4.897	4.897	4.897	4.897	0		
21/12/2001 00:00	4.88	4.88	4.88	4.88	0		
24/12/2001 00:00	4.976	4.976	4.976	4.976	0		
27/12/2001 00:00	5.009	5.009	5.009	5.009	0		
28/12/2001 00:00	5.068	5.068	5.068	5.068	0		
02/01/2002 00:00	4.976	4.976	4.976	4.976	0		
03/01/2002 00:00	5.022	5.022	5.022	5.022	0		
04/01/2002 00:00	5.067	5.067	5.067	5.067	0		
07/01/2002 00:00	4.996	4.996	4.996	4.996	0		
08/01/2002 00:00	4.831	4.831	4.831	4.831	0		
09/01/2002 00:00	4.982	4.982	4.982	4.982	0		
10/01/2002 00:00	4.923	4.923	4.923	4.923	0		
11/01/2002 00:00	4.95	4.95	4.95	4.95	0		
14/01/2002 00:00	4.9	4.9	4.9	4.9	0		
15/01/2002 00:00	4.871	4.871	4.871	4.871	0		
16/01/2002 00:00	4.826	4.826	4.826	4.826	0		
17/01/2002 00:00	4.865	4.865	4.865	4.865	0		
18/01/2002 00:00	4.934	4.934	4.934	4.934	0		
21/01/2002 00:00	4.891	4.891	4.891	4.891	0		
22/01/2002 00:00	4.931	4.931	4.931	4.931	0		
23/01/2002 00:00	4.93	4.93	4.93	4.93	0		
24/01/2002 00:00	4.969	4.969	4.969	4.969	0		
25/01/2002 00:00	5.015	5.015	5.015	5.015	0		
28/01/2002 00:00	5.087	5.087	5.087	5.087	0		
29/01/2002 00:00	5.073	5.073	5.073	5.073	0		
30/01/2002 00:00	5.035	5.035	5.035	5.035	0		
31/01/2002 00:00	5.068	5.068	5.068	5.068	0		
01/02/2002 00:00	4.987	4.987	4.987	4.987	0		
04/02/2002 00:00	4.915	4.915	4.915	4.915	0		
05/02/2002 00:00	4.869	4.869	4.869	4.869	0		
06/02/2002 00:00	4.934	4.934	4.934	4.934	0		
07/02/2002 00:00	5.032	5.032	5.032	5.032	0		
08/02/2002 00:00	5.02	5.02	5.02	5.02	0		
11/02/2002 00:00	5.008	5.008	5.008	5.008	0		
12/02/2002 00:00	5.05	5.05	5.05	5.05	0		
13/02/2002 00:00	5.088	5.088	5.088	5.088	0		
14/02/2002 00:00	5.066	5.066	5.066	5.066	0		
15/02/2002 00:00	5.094	5.094	5.094	5.094	0		
18/02/2002 00:00	4.928	4.928	4.928	4.928	0		
19/02/2002 00:00	5.014	5.014	5.014	5.014	0		
20/02/2002 00:00	5.041	5.041	5.041	5.041	0		
21/02/2002 00:00	5.073	5.073	5.073	5.073	0		
22/02/2002 00:00	4.987	4.987	4.987	4.987	0		
25/02/2002 00:00	5.021	5.021	5.021	5.021	0		
26/02/2002 00:00	5.071	5.071	5.071	5.071	0		
27/02/2002 00:00	5.078	5.078	5.078	5.078	0		
28/02/2002 00:00	5.07	5.07	5.07	5.07	0		
01/03/2002 00:00	5.051	5.051	5.051	5.051	0		
04/03/2002 00:00	5.098	5.098	5.098	5.098	0		
05/03/2002 00:00	5.172	5.172	5.172	5.172	0		
06/03/2002 00:00	5.205	5.205	5.205	5.205	0		
07/03/2002 00:00	5.207	5.207	5.207	5.207	0		
08/03/2002 00:00	5.253	5.253	5.253	5.253	0		
11/03/2002 00:00	5.245	5.245	5.245	5.245	0		
12/03/2002 00:00	5.207	5.207	5.207	5.207	0		
13/03/2002 00:00	5.234	5.234	5.234	5.234	0		
14/03/2002 00:00	5.282	5.282	5.282	5.282	0		
15/03/2002 00:00	5.282	5.282	5.282	5.282	0		
18/03/2002 00:00	5.296	5.296	5.296	5.296	0		
19/03/2002 00:00	5.295	5.295	5.295	5.295	0		
20/03/2002 00:00	5.24	5.24	5.24	5.24	0		
21/03/2002 00:00	5.29	5.29	5.29	5.29	0		
22/03/2002 00:00	5.338	5.338	5.338	5.338	0		
25/03/2002 00:00	5.324	5.324	5.324	5.324	0		
26/03/2002 00:00	5.309	5.309	5.309	5.309	0		
27/03/2002 00:00	5.268	5.268	5.268	5.268	0		
28/03/2002 00:00	5.286	5.286	5.286	5.286	0		
02/04/2002 00:00	5.337	5.337	5.337	5.337	0		
03/04/2002 00:00	5.282	5.282	5.282	5.282	0		
04/04/2002 00:00	5.226	5.226	5.226	5.226	0		
05/04/2002 00:00	5.238	5.238	5.238	5.238	0		
08/04/2002 00:00	5.2	5.2	5.2	5.2	0		
09/04/2002 00:00	5.255	5.255	5.255	5.255	0		
10/04/2002 00:00	5.251	5.251	5.251	5.251	0		
11/04/2002 00:00	5.233	5.233	5.233	5.233	0		
12/04/2002 00:00	5.221	5.221	5.221	5.221	0		
15/04/2002 00:00	5.207	5.207	5.207	5.207	0		
16/04/2002 00:00	5.252	5.252	5.252	5.252	0		
17/04/2002 00:00	5.271	5.271	5.271	5.271	0		
18/04/2002 00:00	5.295	5.295	5.295	5.295	0		
19/04/2002 00:00	5.328	5.328	5.328	5.328	0		
22/04/2002 00:00	5.342	5.342	5.342	5.342	0		
23/04/2002 00:00	5.254	5.254	5.254	5.254	0		
24/04/2002 00:00	5.249	5.249	5.249	5.249	0		
25/04/2002 00:00	5.182	5.182	5.182	5.182	0		
29/04/2002 00:00	5.247	5.247	5.247	5.247	0		
03/05/2002 00:00	5.192	5.192	5.192	5.192	0		
06/05/2002 00:00	5.244	5.244	5.244	5.244	0		
07/05/2002 00:00	5.184	5.184	5.184	5.184	0		
08/05/2002 00:00	5.183	5.183	5.183	5.183	0		
10/05/2002 00:00	5.316	5.316	5.316	5.316	0		
13/05/2002 00:00	5.293	5.293	5.293	5.293	0		
14/05/2002 00:00	5.326	5.326	5.326	5.326	0		
15/05/2002 00:00	5.37	5.37	5.37	5.37	0		
16/05/2002 00:00	5.326	5.326	5.326	5.326	0		
17/05/2002 00:00	5.248	5.248	5.248	5.248	0		
21/05/2002 00:00	5.215	5.215	5.215	5.215	0		
22/05/2002 00:00	5.245	5.245	5.245	5.245	0		
23/05/2002 00:00	5.266	5.266	5.266	5.266	0		
24/05/2002 00:00	5.252	5.252	5.252	5.252	0		
27/05/2002 00:00	5.265	5.265	5.265	5.265	0		
28/05/2002 00:00	5.23	5.23	5.23	5.23	0		
29/05/2002 00:00	5.228	5.228	5.228	5.228	0		
30/05/2002 00:00	5.22	5.22	5.22	5.22	0		
31/05/2002 00:00	5.222	5.222	5.222	5.222	0		
03/06/2002 00:00	5.265	5.265	5.265	5.265	0		
06/06/2002 00:00	5.254	5.254	5.254	5.254	0		
07/06/2002 00:00	5.209	5.209	5.209	5.209	0		
10/06/2002 00:00	5.202	5.202	5.202	5.202	0		
11/06/2002 00:00	5.214	5.214	5.214	5.214	0		
12/06/2002 00:00	5.165	5.165	5.165	5.165	0		
13/06/2002 00:00	5.151	5.151	5.151	5.151	0		
14/06/2002 00:00	5.115	5.115	5.115	5.115	0		
17/06/2002 00:00	5.118	5.118	5.118	5.118	0		
18/06/2002 00:00	5.069	5.069	5.069	5.069	0		
19/06/2002 00:00	5.052	5.052	5.052	5.052	0		
20/06/2002 00:00	5.043	5.043	5.043	5.043	0		
24/06/2002 00:00	4.985	4.985	4.985	4.985	0		
25/06/2002 00:00	5.066	5.066	5.066	5.066	0		
26/06/2002 00:00	4.968	4.968	4.968	4.968	0		
27/06/2002 00:00	5.036	5.036	5.036	5.036	0		
28/06/2002 00:00	5.006	5.006	5.006	5.006	0		
01/07/2002 00:00	5.008	5.008	5.008	5.008	0		
02/07/2002 00:00	5.04	5.04	5.04	5.04	0		
03/07/2002 00:00	4.997	4.997	4.997	4.997	0		
04/07/2002 00:00	5.037	5.037	5.037	5.037	0		
05/07/2002 00:00	5.106	5.106	5.106	5.106	0		
08/07/2002 00:00	5.112	5.112	5.112	5.112	0		
10/07/2002 00:00	5.055	5.055	5.055	5.055	0		
11/07/2002 00:00	5.011	5.011	5.011	5.011	0		
15/07/2002 00:00	5.146	5.146	5.146	5.146	0		
16/07/2002 00:00	4.947	4.947	4.947	4.947	0		
17/07/2002 00:00	5.007	5.007	5.007	5.007	0		
18/07/2002 00:00	4.971	4.971	4.971	4.971	0		
19/07/2002 00:00	5.069	5.069	5.069	5.069	0		
22/07/2002 00:00	4.95	4.95	4.95	4.95	0		
23/07/2002 00:00	4.939	4.939	4.939	4.939	0		
24/07/2002 00:00	4.925	4.925	4.925	4.925	0		
25/07/2002 00:00	4.903	4.903	4.903	4.903	0		
26/07/2002 00:00	4.822	4.822	4.822	4.822	0		
29/07/2002 00:00	4.88	4.88	4.88	4.88	0		
31/07/2002 00:00	4.837	4.837	4.837	4.837	0		
01/08/2002 00:00	4.852	4.852	4.852	4.852	0		
02/08/2002 00:00	4.767	4.767	4.767	4.767	0		
05/08/2002 00:00	4.661	4.661	4.661	4.661	0		
06/08/2002 00:00	4.722	4.722	4.722	4.722	0		
07/08/2002 00:00	4.713	4.713	4.713	4.713	0		
13/08/2002 00:00	4.614	4.614	4.614	4.614	0		
14/08/2002 00:00	4.551	4.551	4.551	4.551	0		
15/08/2002 00:00	4.687	4.687	4.687	4.687	0		
16/08/2002 00:00	4.525	4.525	4.525	4.525	0		
20/08/2002 00:00	4.672	4.672	4.672	4.672	0		
21/08/2002 00:00	4.712	4.712	4.712	4.712	0		
22/08/2002 00:00	4.753	4.753	4.753	4.753	0		
27/08/2002 00:00	4.857	4.857	4.857	4.857	0		
28/08/2002 00:00	4.706	4.706	4.706	4.706	0		
29/08/2002 00:00	4.658	4.658	4.658	4.658	0		
30/08/2002 00:00	4.684	4.684	4.684	4.684	0		
02/09/2002 00:00	4.636	4.636	4.636	4.636	0		
03/09/2002 00:00	4.459	4.459	4.459	4.459	0		
04/09/2002 00:00	4.577	4.577	4.577	4.577	0		
05/09/2002 00:00	4.51	4.51	4.51	4.51	0		
06/09/2002 00:00	4.605	4.605	4.605	4.605	0		
09/09/2002 00:00	4.513	4.513	4.513	4.513	0		
10/09/2002 00:00	4.564	4.564	4.564	4.564	0		
11/09/2002 00:00	4.64	4.64	4.64	4.64	0		
12/09/2002 00:00	4.566	4.566	4.566	4.566	0		
13/09/2002 00:00	4.524	4.524	4.524	4.524	0		
16/09/2002 00:00	4.43	4.43	4.43	4.43	0		
17/09/2002 00:00	4.539	4.539	4.539	4.539	0		
18/09/2002 00:00	4.436	4.436	4.436	4.436	0		
19/09/2002 00:00	4.373	4.373	4.373	4.373	0		
20/09/2002 00:00	4.449	4.449	4.449	4.449	0		
23/09/2002 00:00	4.402	4.402	4.402	4.402	0		
24/09/2002 00:00	4.363	4.363	4.363	4.363	0		
25/09/2002 00:00	4.415	4.415	4.415	4.415	0		
26/09/2002 00:00	4.427	4.427	4.427	4.427	0		
27/09/2002 00:00	4.413	4.413	4.413	4.413	0		
30/09/2002 00:00	4.36	4.36	4.36	4.36	0		
01/10/2002 00:00	4.408	4.408	4.408	4.408	0		
02/10/2002 00:00	4.484	4.484	4.484	4.484	0		
03/10/2002 00:00	4.484	4.484	4.484	4.484	0		
04/10/2002 00:00	4.558	4.558	4.558	4.558	0		
07/10/2002 00:00	4.402	4.402	4.402	4.402	0		
08/10/2002 00:00	4.448	4.448	4.448	4.448	0		
09/10/2002 00:00	4.406	4.406	4.406	4.406	0		
10/10/2002 00:00	4.322	4.322	4.322	4.322	0		
11/10/2002 00:00	4.623	4.623	4.623	4.623	0		
14/10/2002 00:00	4.56	4.56	4.56	4.56	0		
15/10/2002 00:00	4.654	4.654	4.654	4.654	0		
16/10/2002 00:00	4.731	4.731	4.731	4.731	0		
17/10/2002 00:00	4.673	4.673	4.673	4.673	0		
18/10/2002 00:00	4.693	4.693	4.693	4.693	0		
21/10/2002 00:00	4.712	4.712	4.712	4.712	0		
22/10/2002 00:00	4.605	4.605	4.605	4.605	0		
23/10/2002 00:00	4.686	4.686	4.686	4.686	0		
24/10/2002 00:00	4.626	4.626	4.626	4.626	0		
25/10/2002 00:00	4.737	4.737	4.737	4.737	0		
28/10/2002 00:00	4.658	4.658	4.658	4.658	0		
29/10/2002 00:00	4.621	4.621	4.621	4.621	0		
30/10/2002 00:00	4.621	4.621	4.621	4.621	0		
31/10/2002 00:00	4.668	4.668	4.668	4.668	0		
04/11/2002 00:00	4.67	4.67	4.67	4.67	0		
05/11/2002 00:00	4.683	4.683	4.683	4.683	0		
06/11/2002 00:00	4.621	4.621	4.621	4.621	0		
07/11/2002 00:00	4.659	4.659	4.659	4.659	0		
08/11/2002 00:00	4.614	4.614	4.614	4.614	0		
12/11/2002 00:00	4.538	4.538	4.538	4.538	0		
13/11/2002 00:00	4.515	4.515	4.515	4.515	0		
14/11/2002 00:00	4.557	4.557	4.557	4.557	0		
15/11/2002 00:00	4.557	4.557	4.557	4.557	0		
18/11/2002 00:00	4.532	4.532	4.532	4.532	0		
19/11/2002 00:00	4.519	4.519	4.519	4.519	0		
20/11/2002 00:00	4.494	4.494	4.494	4.494	0		
21/11/2002 00:00	4.595	4.595	4.595	4.595	0		
22/11/2002 00:00	4.631	4.631	4.631	4.631	0		
25/11/2002 00:00	4.657	4.657	4.657	4.657	0		
26/11/2002 00:00	4.582	4.582	4.582	4.582	0		
27/11/2002 00:00	4.611	4.611	4.611	4.611	0		
28/11/2002 00:00	4.613	4.613	4.613	4.613	0		
29/11/2002 00:00	4.62	4.62	4.62	4.62	0		
02/12/2002 00:00	4.606	4.606	4.606	4.606	0		
03/12/2002 00:00	4.645	4.645	4.645	4.645	0		
04/12/2002 00:00	4.58	4.58	4.58	4.58	0		
05/12/2002 00:00	4.537	4.537	4.537	4.537	0		
06/12/2002 00:00	4.486	4.486	4.486	4.486	0		
09/12/2002 00:00	4.462	4.462	4.462	4.462	0		
10/12/2002 00:00	4.485	4.485	4.485	4.485	0		
11/12/2002 00:00	4.45	4.45	4.45	4.45	0		
12/12/2002 00:00	4.417	4.417	4.417	4.417	0		
13/12/2002 00:00	4.354	4.354	4.354	4.354	0		
16/12/2002 00:00	4.379	4.379	4.379	4.379	0		
17/12/2002 00:00	4.392	4.392	4.392	4.392	0		
18/12/2002 00:00	4.354	4.354	4.354	4.354	0		
19/12/2002 00:00	4.373	4.373	4.373	4.373	0		
20/12/2002 00:00	4.347	4.347	4.347	4.347	0		
23/12/2002 00:00	4.31	4.31	4.31	4.31	0		
27/12/2002 00:00	4.359	4.359	4.359	4.359	0		
30/12/2002 00:00	4.155	4.155	4.155	4.155	0		
31/12/2002 00:00	4.3	4.3	4.3	4.3	0		
02/01/2003 00:00	4.364	4.364	4.364	4.364	0		
03/01/2003 00:00	4.395	4.395	4.395	4.395	0		
06/01/2003 00:00	4.395	4.395	4.395	4.395	0		
07/01/2003 00:00	4.497	4.497	4.497	4.497	0		
08/01/2003 00:00	4.382	4.382	4.382	4.382	0		
09/01/2003 00:00	4.319	4.319	4.319	4.319	0		
10/01/2003 00:00	4.3	4.3	4.3	4.3	0		
13/01/2003 00:00	4.356	4.356	4.356	4.356	0		
14/01/2003 00:00	4.311	4.311	4.311	4.311	0		
15/01/2003 00:00	4.2	4.2	4.2	4.2	0		
16/01/2003 00:00	4.325	4.325	4.325	4.325	0		
17/01/2003 00:00	4.3	4.3	4.3	4.3	0		
20/01/2003 00:00	4.25	4.25	4.25	4.25	0		
21/01/2003 00:00	4.188	4.188	4.188	4.188	0		
23/01/2003 00:00	4.16	4.16	4.16	4.16	0		
24/01/2003 00:00	4.064	4.064	4.064	4.064	0		
27/01/2003 00:00	4.064	4.064	4.064	4.064	0		
28/01/2003 00:00	4.087	4.087	4.087	4.087	0		
29/01/2003 00:00	4.099	4.099	4.099	4.099	0		
30/01/2003 00:00	4.129	4.129	4.129	4.129	0		
31/01/2003 00:00	4.129	4.129	4.129	4.129	0		
03/02/2003 00:00	4.147	4.147	4.147	4.147	0		
04/02/2003 00:00	4.092	4.092	4.092	4.092	0		
05/02/2003 00:00	4.067	4.067	4.067	4.067	0		
06/02/2003 00:00	4.11	4.11	4.11	4.11	0		
07/02/2003 00:00	4.048	4.048	4.048	4.048	0		
10/02/2003 00:00	4.054	4.054	4.054	4.054	0		
11/02/2003 00:00	4.082	4.082	4.082	4.082	0		
12/02/2003 00:00	4.043	4.043	4.043	4.043	0		
13/02/2003 00:00	3.99	3.99	3.99	3.99	0		
14/02/2003 00:00	4.017	4.017	4.017	4.017	0		
17/02/2003 00:00	4.047	4.047	4.047	4.047	0		
18/02/2003 00:00	4.047	4.047	4.047	4.047	0		
19/02/2003 00:00	3.998	3.998	3.998	3.998	0		
20/02/2003 00:00	3.953	3.953	3.953	3.953	0		
21/02/2003 00:00	3.973	3.973	3.973	3.973	0		
24/02/2003 00:00	3.942	3.942	3.942	3.942	0		
25/02/2003 00:00	3.912	3.912	3.912	3.912	0		
26/02/2003 00:00	3.956	3.956	3.956	3.956	0		
27/02/2003 00:00	3.984	3.984	3.984	3.984	0		
28/02/2003 00:00	3.987	3.987	3.987	3.987	0		
03/03/2003 00:00	3.944	3.944	3.944	3.944	0		
04/03/2003 00:00	3.942	3.942	3.942	3.942	0		
05/03/2003 00:00	3.932	3.932	3.932	3.932	0		
06/03/2003 00:00	3.949	3.949	3.949	3.949	0		
07/03/2003 00:00	3.924	3.924	3.924	3.924	0		
10/03/2003 00:00	3.864	3.864	3.864	3.864	0		
11/03/2003 00:00	3.868	3.868	3.868	3.868	0		
12/03/2003 00:00	3.865	3.865	3.865	3.865	0		
13/03/2003 00:00	4.002	4.002	4.002	4.002	0		
14/03/2003 00:00	4.046	4.046	4.046	4.046	0		
17/03/2003 00:00	4.051	4.051	4.051	4.051	0		
18/03/2003 00:00	4.19	4.19	4.19	4.19	0		
19/03/2003 00:00	4.264	4.264	4.264	4.264	0		
20/03/2003 00:00	4.232	4.232	4.232	4.232	0		
21/03/2003 00:00	4.283	4.283	4.283	4.283	0		
24/03/2003 00:00	4.265	4.265	4.265	4.265	0		
25/03/2003 00:00	4.236	4.236	4.236	4.236	0		
26/03/2003 00:00	4.309	4.309	4.309	4.309	0		
28/03/2003 00:00	4.212	4.212	4.212	4.212	0		
01/04/2003 00:00	4.11	4.11	4.11	4.11	0		
02/04/2003 00:00	4.194	4.194	4.194	4.194	0		
03/04/2003 00:00	4.229	4.229	4.229	4.229	0		
04/04/2003 00:00	4.223	4.223	4.223	4.223	0		
07/04/2003 00:00	4.272	4.272	4.272	4.272	0		
08/04/2003 00:00	4.301	4.301	4.301	4.301	0		
09/04/2003 00:00	4.266	4.266	4.266	4.266	0		
10/04/2003 00:00	4.123	4.123	4.123	4.123	0		
11/04/2003 00:00	4.13	4.13	4.13	4.13	0		
15/04/2003 00:00	4.208	4.208	4.208	4.208	0		
16/04/2003 00:00	4.387	4.387	4.387	4.387	0		
17/04/2003 00:00	4.198	4.198	4.198	4.198	0		
22/04/2003 00:00	4.118	4.118	4.118	4.118	0		
23/04/2003 00:00	4.135	4.135	4.135	4.135	0		
24/04/2003 00:00	4.128	4.128	4.128	4.128	0		
25/04/2003 00:00	4.171	4.171	4.171	4.171	0		
28/04/2003 00:00	4.124	4.124	4.124	4.124	0		
29/04/2003 00:00	4.231	4.231	4.231	4.231	0		
30/04/2003 00:00	4.212	4.212	4.212	4.212	0		
02/05/2003 00:00	4.119	4.119	4.119	4.119	0		
05/05/2003 00:00	4.193	4.193	4.193	4.193	0		
06/05/2003 00:00	4.149	4.149	4.149	4.149	0		
07/05/2003 00:00	4.107	4.107	4.107	4.107	0		
08/05/2003 00:00	4.025	4.025	4.025	4.025	0		
09/05/2003 00:00	3.988	3.988	3.988	3.988	0		
12/05/2003 00:00	3.957	3.957	3.957	3.957	0		
13/05/2003 00:00	4.031	4.031	4.031	4.031	0		
14/05/2003 00:00	3.957	3.957	3.957	3.957	0		
15/05/2003 00:00	3.932	3.932	3.932	3.932	0		
16/05/2003 00:00	3.914	3.914	3.914	3.914	0		
19/05/2003 00:00	3.841	3.841	3.841	3.841	0		
20/05/2003 00:00	3.871	3.871	3.871	3.871	0		
21/05/2003 00:00	3.818	3.818	3.818	3.818	0		
22/05/2003 00:00	3.77	3.77	3.77	3.77	0		
23/05/2003 00:00	3.656	3.656	3.656	3.656	0		
27/05/2003 00:00	3.676	3.676	3.676	3.676	0		
28/05/2003 00:00	3.765	3.765	3.765	3.765	0		
29/05/2003 00:00	3.82	3.82	3.82	3.82	0		
30/05/2003 00:00	3.741	3.741	3.741	3.741	0		
02/06/2003 00:00	3.808	3.808	3.808	3.808	0		
03/06/2003 00:00	3.741	3.741	3.741	3.741	0		
04/06/2003 00:00	3.734	3.734	3.734	3.734	0		
05/06/2003 00:00	3.68	3.68	3.68	3.68	0		
06/06/2003 00:00	3.748	3.748	3.748	3.748	0		
09/06/2003 00:00	3.644	3.644	3.644	3.644	0		
10/06/2003 00:00	3.644	3.644	3.644	3.644	0		
11/06/2003 00:00	3.577	3.577	3.577	3.577	0		
12/06/2003 00:00	3.571	3.571	3.571	3.571	0		
13/06/2003 00:00	3.523	3.523	3.523	3.523	0		
16/06/2003 00:00	3.5	3.5	3.5	3.5	0		
17/06/2003 00:00	3.601	3.601	3.601	3.601	0		
18/06/2003 00:00	3.74	3.74	3.74	3.74	0		
19/06/2003 00:00	3.788	3.788	3.788	3.788	0		
20/06/2003 00:00	3.737	3.737	3.737	3.737	0		
23/06/2003 00:00	3.74	3.74	3.74	3.74	0		
24/06/2003 00:00	3.752	3.752	3.752	3.752	0		
25/06/2003 00:00	3.665	3.665	3.665	3.665	0		
26/06/2003 00:00	3.852	3.852	3.852	3.852	0		
27/06/2003 00:00	3.899	3.899	3.899	3.899	0		
30/06/2003 00:00	4.005	4.005	4.005	4.005	0		
01/07/2003 00:00	3.831	3.831	3.831	3.831	0		
02/07/2003 00:00	3.939	3.939	3.939	3.939	0		
03/07/2003 00:00	3.94	3.94	3.94	3.94	0		
04/07/2003 00:00	3.949	3.949	3.949	3.949	0		
07/07/2003 00:00	3.974	3.974	3.974	3.974	0		
08/07/2003 00:00	3.967	3.967	3.967	3.967	0		
09/07/2003 00:00	3.936	3.936	3.936	3.936	0		
11/07/2003 00:00	3.936	3.936	3.936	3.936	0		
14/07/2003 00:00	3.878	3.878	3.878	3.878	0		
15/07/2003 00:00	3.924	3.924	3.924	3.924	0		
16/07/2003 00:00	4.082	4.082	4.082	4.082	0		
17/07/2003 00:00	4.043	4.043	4.043	4.043	0		
18/07/2003 00:00	4.148	4.148	4.148	4.148	0		
22/07/2003 00:00	4.114	4.114	4.114	4.114	0		
24/07/2003 00:00	4.011	4.011	4.011	4.011	0		
25/07/2003 00:00	4.054	4.054	4.054	4.054	0		
28/07/2003 00:00	4.066	4.066	4.066	4.066	0		
29/07/2003 00:00	4.123	4.123	4.123	4.123	0		
30/07/2003 00:00	4.124	4.124	4.124	4.124	0		
31/07/2003 00:00	4.124	4.124	4.124	4.124	0		
01/08/2003 00:00	4.227	4.227	4.227	4.227	0		
06/08/2003 00:00	4.215	4.215	4.215	4.215	0		
07/08/2003 00:00	4.125	4.125	4.125	4.125	0		
08/08/2003 00:00	4.061	4.061	4.061	4.061	0		
12/08/2003 00:00	4.188	4.188	4.188	4.188	0		
13/08/2003 00:00	4.112	4.112	4.112	4.112	0		
14/08/2003 00:00	4.228	4.228	4.228	4.228	0		
19/08/2003 00:00	4.189	4.189	4.189	4.189	0		
20/08/2003 00:00	4.145	4.145	4.145	4.145	0		
21/08/2003 00:00	4.19	4.19	4.19	4.19	0		
